1519,1,66,78,78
1520,1,67,78,79
1521,0,71,49,52
1522,0,91,86,84
1523,0,69,58,57
1524,0,54,59,50
1525,1,53,52,49
1526,0,68,60,59
1527,1,56,61,60
1528,0,36,53,43
1529,0,29,41,47
1530,0,62,74,70
1531,1,68,67,73
1532,0,47,54,53
1533,1,62,61,58
1534,1,79,88,94
1535,1,73,69,68
1536,1,66,83,83
1537,1,51,60,58
1538,0,51,66,62
1539,1,85,66,71
1540,1,97,92,86
1541,1,75,69,68
1542,1,79,82,80
1543,0,81,77,79
1544,0,82,95,89
1545,0,64,63,66
1546,1,78,83,80
1547,1,92,100,97
1548,1,72,67,64
1549,0,62,67,64
1550,0,79,72,69
1551,0,79,76,65
1552,1,87,90,88
1553,0,40,48,50
1554,0,77,62,64
1555,0,53,45,40
1556,0,32,39,33
1557,1,55,72,79
1558,0,61,67,66
1559,0,53,70,70
1560,0,73,66,62
1561,1,74,75,79
1562,0,63,74,74
1563,1,96,90,92
1564,1,63,80,80
1565,0,48,51,46
1566,0,48,43,45
1567,1,92,100,100
1568,1,61,71,78
1569,0,63,48,47
1570,0,68,68,67
1571,1,71,75,70
1572,0,91,96,92
1573,0,53,62,56
1574,1,50,66,64
1575,0,74,81,71
1576,1,40,55,53
1577,1,61,51,52
1578,0,81,91,89
1579,1,48,56,58
1580,0,53,61,68
1581,0,81,97,96
1582,0,77,79,80
1583,0,63,73,78
1584,1,73,75,80
1585,0,69,77,77
1586,0,65,76,76
1587,0,55,73,73
1588,0,44,63,62
1589,0,54,64,65
1590,0,48,66,65
1591,0,58,57,54
1592,0,71,62,50
1593,0,68,68,64
1594,0,74,76,73
1595,1,92,100,99
1596,1,56,79,72
1597,0,30,24,15
1598,0,53,54,48
1599,0,69,77,73
1600,0,65,82,81
1601,0,54,60,63
1602,0,29,29,30
1603,0,76,78,80
1604,0,60,57,51
1605,1,84,89,90
1606,0,75,72,62
1607,0,85,84,82
1608,0,40,58,54
1609,0,61,64,62
1610,0,58,63,65
1611,1,69,60,63
1612,0,58,59,66
1613,1,94,90,91
1614,0,65,77,74
1615,0,82,93,93
1616,0,60,68,72
1617,0,37,45,38
1618,0,88,78,83
1619,0,95,81,84
1620,1,65,73,68
1621,0,35,61,54
1622,0,62,63,56
1623,1,58,51,52
1624,1,100,96,86
1625,0,61,58,62
1626,1,100,97,99
1627,1,69,70,63
1628,0,61,48,46
1629,0,49,57,46
1630,1,44,51,55
1631,0,67,64,70
1632,0,79,60,65
1633,1,66,74,81
1634,0,75,88,85
1635,0,84,84,80
1636,0,71,74,64
1637,1,67,80,81
1638,1,80,92,88
1639,0,86,76,74
1640,0,76,74,73
1641,0,41,52,51
1642,1,74,88,90
1643,0,72,81,79
1644,1,74,79,80
1645,0,70,65,60
1646,1,65,81,81
1647,0,59,70,65
1648,0,64,62,68
1649,0,50,53,55
1650,1,69,79,81
1651,1,51,56,53
1652,1,68,80,76
1653,1,85,86,98
1654,1,65,70,74
1655,0,73,79,79
1656,0,62,67,67
1657,0,77,67,64
1658,0,69,66,61
1659,0,43,60,58
1660,0,90,87,85
1661,0,74,77,73
1662,0,73,66,63
1663,0,55,71,69
1664,0,65,69,67
1665,0,80,63,63
1666,1,50,60,60
1667,1,63,73,71
1668,0,77,85,87
1669,0,73,74,61
1670,1,81,72,77
1671,0,66,76,68
1672,0,52,57,50
1673,0,69,78,76
1674,1,65,84,84
1675,1,69,77,78
1676,1,50,64,66
1677,1,73,78,76
1678,1,70,82,76
1679,0,81,75,78
1680,0,63,61,60
1681,0,67,72,74
1682,0,60,68,60
1683,0,62,55,54
1684,1,29,40,44
1685,1,62,66,68
1686,1,94,99,100
1687,1,85,75,68
1688,0,77,78,73
1689,0,53,58,44
1690,0,93,90,83
1691,0,49,53,53
1692,0,73,76,78
1693,1,66,74,81
1694,0,77,77,73
1695,0,49,63,56
1696,0,79,89,86
1697,1,75,82,90
1698,0,59,72,70
1699,1,57,78,79
1700,0,66,66,59
1701,1,79,81,82
1702,0,57,67,72
1703,1,87,84,87
1704,0,63,64,67
1705,1,59,63,64
1706,0,62,72,65
1707,0,46,34,36
1708,0,66,59,52
1709,0,89,87,79
1710,1,42,61,58
1711,1,93,84,90
1712,1,80,85,85
1713,0,98,100,99
1714,0,81,81,84
1715,1,60,70,74
1716,1,76,94,87
1717,1,73,78,72
1718,1,96,96,99
1719,0,76,76,74
1720,1,91,73,80
1721,0,62,72,70
1722,1,55,59,59
1723,1,74,90,88
1724,0,50,48,42
1725,0,47,43,41
1726,1,81,74,71
1727,1,65,75,77
1728,1,68,51,57
1729,0,73,92,84
1730,0,53,39,37
1731,1,68,77,80
1732,0,55,46,43
1733,1,87,89,94
1734,0,55,47,44
1735,0,53,58,57
1736,0,67,57,59
1737,0,92,79,84
1738,1,53,66,73
1739,0,81,71,73
1740,0,61,60,55
1741,0,80,73,72
1742,0,37,57,56
1743,0,81,84,82
1744,1,59,73,72
1745,0,55,55,47
1746,0,72,79,74
1747,0,69,75,71
1748,0,69,64,68
1749,0,50,60,59
1750,1,87,84,86
1751,1,71,69,68
1752,0,68,72,65
1753,1,79,77,75
1754,1,77,90,85
1755,0,58,55,53
1756,0,84,95,92
1757,0,55,58,52
1758,1,70,68,72
1759,1,52,59,65
1760,1,69,77,77
1761,0,53,72,64
1762,0,48,58,54
1763,1,78,81,86
1764,0,62,62,63
1765,0,60,63,59
1766,0,74,72,72
1767,1,58,75,77
1768,1,76,62,60
1769,0,68,71,75
1770,0,58,60,57
1771,0,52,48,49
1772,0,75,73,74
1773,1,52,67,72
1774,0,62,78,79
1775,0,66,65,60
1776,0,49,58,55
1777,0,66,72,70
1778,0,35,44,43
1779,1,72,79,82
1780,1,94,85,82
1781,0,46,56,57
1782,0,77,90,84
1783,1,76,85,82
1784,1,52,59,62
1785,1,91,81,79
1786,1,32,51,44
1787,0,72,79,77
1788,0,19,38,32
1789,0,68,65,61
1790,0,52,65,61
1791,0,48,62,60
1792,0,60,66,70
1793,0,66,74,69
1794,1,89,84,77
1795,0,42,52,51
1796,1,57,68,73
1797,0,70,70,70
1798,0,70,84,81
1799,0,69,60,54
1800,0,52,55,57
1801,1,67,73,68
1802,1,76,80,73
1803,0,87,94,95
1804,0,82,85,87
1805,0,73,76,78
1806,0,75,81,74
1807,0,64,74,75
1808,0,41,45,40
1809,0,90,75,69
1810,0,59,54,51
1811,0,51,31,36
1812,0,45,47,49
1813,1,54,64,67
1814,1,87,84,76
1815,0,72,80,83
1816,1,94,86,87
1817,0,45,59,64
1818,1,61,70,76
1819,0,60,72,68
1820,0,77,91,88
1821,1,85,90,92
1822,0,78,90,93
1823,1,49,52,51
1824,0,71,87,82
1825,0,48,58,52
1826,0,62,67,58
1827,1,56,68,70
1828,0,65,69,76
1829,1,69,86,81
1830,0,68,54,53
1831,0,61,60,57
1832,1,74,86,89
1833,0,64,60,58
1834,1,77,82,89
1835,0,58,50,45
1836,1,60,64,74
1837,0,73,64,57
1838,1,75,82,79
1839,1,58,57,53
1840,0,66,77,73
1841,0,39,52,46
1842,0,64,58,51
1843,1,23,44,36
1844,1,74,77,76
1845,1,40,65,64
1846,0,90,85,84
1847,1,91,85,85
1848,0,64,54,50
1849,0,59,72,68
1850,0,80,75,69
1851,0,71,67,67
1852,0,61,68,63
1853,0,87,85,93
1854,0,82,67,61
1855,0,62,64,55
1856,0,97,97,96
1857,0,75,68,65
1858,0,65,79,81
1859,1,52,49,46
1860,0,87,73,72
1861,0,53,62,53
1862,0,81,86,87
1863,1,39,42,38
1864,1,71,71,80
1865,0,97,93,91
1866,1,82,82,88
1867,0,59,53,52
1868,0,61,42,41
1869,1,78,74,72
1870,0,49,51,51
1871,0,59,58,47
1872,1,70,72,76
1873,1,82,84,78
1874,0,90,90,82
1875,0,43,62,61
1876,0,80,64,66
1877,0,81,82,84
1878,0,57,61,54
1879,0,59,72,80
1880,0,64,76,74
1881,1,63,64,66
1882,1,71,70,70
1883,0,64,73,71
1884,0,55,46,44
1885,0,51,51,54
1886,1,62,76,80
1887,1,93,100,95
1888,0,54,72,59
1889,0,69,65,74
1890,0,44,51,48
1891,1,86,85,91
1892,0,85,92,85
1893,0,50,67,73
1894,1,88,74,75
1895,0,59,62,69
1896,0,32,34,38
1897,0,36,29,27
1898,1,63,78,79
1899,1,67,54,63
1900,1,65,78,82
1901,0,85,84,89
1902,0,73,78,74
1903,1,34,48,41
1904,1,93,100,100
1905,0,67,84,84
1906,0,88,77,77
1907,0,57,48,51
1908,1,79,84,91
1909,0,67,75,72
1910,1,70,64,70
1911,0,50,42,48
1912,0,69,84,82
1913,1,52,61,66
1914,1,47,62,66
1915,0,46,61,55
1916,0,68,70,66
1917,1,100,100,100
1918,0,44,61,52
1919,1,57,77,80
1920,1,91,96,91
1921,0,69,70,67
1922,0,35,53,46
1923,0,72,66,66
1924,0,54,65,65
1925,0,74,70,69
1926,1,74,64,60
1927,0,64,56,52
1928,1,65,61,71
1929,1,46,43,44
1930,0,48,56,51
1931,1,67,74,70
1932,0,62,57,62
1933,1,61,71,73
1934,1,70,75,74
1935,1,98,87,90
1936,0,70,63,58
1937,0,67,57,53
1938,0,57,58,57
1939,1,85,81,85
1940,1,77,68,69
1941,1,72,66,72
1942,0,78,91,96
1943,0,81,66,64
1944,1,61,62,61
1945,0,58,68,61
1946,0,54,61,58
1947,0,82,82,80
1948,0,49,58,60
1949,1,49,50,52
1950,1,57,75,73
1951,0,94,73,71
1952,1,75,77,83
1953,0,74,74,72
1954,1,58,52,54
1955,0,62,69,69
1956,0,72,57,62
1957,0,84,87,81
1958,0,92,100,100
1959,0,45,63,59
1960,0,75,81,71
1961,0,56,58,64
1962,0,48,54,53
1963,0,100,100,100
1964,1,65,76,75
1965,0,72,57,58
1966,0,62,70,72
1967,1,66,68,64
1968,0,63,63,60
1969,0,68,76,67
1970,0,75,84,80
1971,0,89,100,100
1972,1,78,72,69
1973,1,53,50,60
1974,0,49,65,61
1975,0,54,63,67
1976,1,64,82,77
1977,1,60,62,60
1978,0,62,65,58
1979,1,55,41,48
1980,0,91,95,94
1981,0,8,24,23
1982,0,81,78,78
1983,1,79,85,86
1984,1,78,87,91
1985,0,74,75,82
1986,0,57,51,54
1987,0,40,59,51
1988,1,81,75,76
1989,0,44,45,45
1990,1,67,86,83
1991,1,86,81,75
1992,1,65,82,78
1993,0,55,76,76
1994,0,62,72,74
1995,0,63,63,62
1996,1,88,99,95
1997,0,62,55,55
1998,1,59,71,65
1999,1,68,78,77
2000,0,77,86,86
