1250,4,0,68,60,53
1251,5,1,47,49,49
1252,1,0,71,83,83
1253,5,1,60,70,70
1254,2,0,80,80,72
1255,4,0,54,52,52
1256,1,0,62,73,70
1257,3,0,64,73,68
1258,3,1,78,77,77
1259,1,0,70,75,78
1260,2,1,65,81,81
1261,5,1,64,79,77
1262,1,1,79,79,78
1263,5,0,44,50,51
1264,4,0,99,93,90
1265,4,0,76,73,68
1266,5,0,59,42,41
1267,0,0,63,75,81
1268,4,0,69,72,77
1269,3,1,88,92,95
1270,1,0,71,76,70
1271,0,0,69,63,61
1272,1,0,58,49,42
1273,3,0,47,53,58
1274,1,0,65,70,71
1275,1,1,88,85,76
1276,0,0,83,78,73
1277,5,1,85,92,93
1278,4,1,59,63,75
1279,5,0,65,86,80
1280,0,0,73,56,57
1281,4,0,53,52,42
1282,4,0,45,48,46
1283,0,0,73,79,84
1284,1,1,70,78,78
1285,5,0,37,46,46
1286,3,1,81,82,82
1287,3,1,97,82,88
1288,5,0,67,89,82
1289,0,0,88,75,76
1290,5,1,77,76,77
1291,3,0,76,70,68
1292,5,0,86,73,70
1293,5,1,63,60,57
1294,0,0,65,73,75
1295,4,1,78,77,80
1296,3,0,67,62,60
1297,5,1,46,41,43
1298,3,1,71,74,68
1299,4,1,40,46,50
1300,3,0,90,87,75
1301,1,1,81,78,81
1302,5,0,56,54,52
1303,3,1,67,84,81
1304,3,0,80,76,64
1305,3,1,74,75,83
1306,1,0,69,67,69
1307,1,1,99,87,81
1308,5,0,51,52,44
1309,3,0,53,71,67
1310,4,0,49,57,52
1311,3,0,73,76,80
1312,0,0,66,60,57
1313,0,1,67,61,68
1314,3,1,68,67,69
1315,0,1,59,64,75
1316,4,0,71,66,65
1317,2,1,77,82,91
1318,3,0,83,72,78
1319,0,0,63,71,69
1320,3,0,56,65,63
1321,4,1,67,79,84
1322,4,0,75,86,79
1323,1,0,71,81,80
1324,5,0,43,53,53
1325,4,0,41,46,43
1326,1,0,82,90,94
1327,1,0,61,61,62
1328,1,0,28,23,19
1329,3,1,82,75,77
1330,5,0,41,55,51
1331,4,0,71,60,61
1332,3,0,47,37,35
1333,3,1,62,56,53
1334,3,0,90,78,81
1335,0,0,83,93,95
1336,1,0,61,68,66
1337,5,1,76,70,69
1338,3,0,49,51,43
1339,5,0,24,38,27
1340,5,1,35,55,60
1341,4,0,58,61,52
1342,4,0,61,73,63
1343,4,1,69,76,74
1344,3,1,67,72,67
1345,1,0,79,73,67
1346,4,0,72,80,75
1347,1,0,62,61,57
1348,0,1,77,94,95
1349,4,0,75,74,66
1350,3,0,87,74,76
1351,0,0,52,65,69
1352,1,0,66,57,52
1353,1,1,63,78,80
1354,3,0,46,58,57
1355,1,0,59,71,70
1356,0,0,61,72,70
1357,3,0,63,61,61
1358,1,1,42,66,69
1359,1,0,59,62,61
1360,1,0,80,90,89
1361,4,0,58,62,59
1362,5,1,85,84,78
1363,1,0,52,58,58
1364,5,0,27,34,32
1365,1,0,59,60,58
1366,0,1,49,58,60
1367,4,1,69,58,53
1368,0,0,61,66,61
1369,5,0,44,64,58
1370,5,0,73,84,85
1371,1,0,84,77,71
1372,1,1,45,73,70
1373,5,0,74,74,72
1374,1,1,82,97,96
1375,0,0,59,70,73
1376,3,0,46,43,41
1377,5,0,80,90,82
1378,2,1,85,95,100
1379,5,0,71,83,77
1380,0,0,66,64,62
1381,3,0,80,86,83
1382,3,1,87,100,95
1383,2,0,79,81,71
1384,5,0,38,49,45
1385,5,0,38,43,43
1386,1,0,67,76,75
1387,0,0,64,73,70
1388,3,0,57,78,67
1389,4,0,62,64,64
1390,2,0,73,70,75
1391,5,1,73,67,59
1392,1,0,77,68,77
1393,1,0,76,67,67
1394,3,1,57,54,56
1395,5,1,65,74,77
1396,4,0,48,45,41
1397,4,0,50,67,63
1398,3,0,85,89,95
1399,5,0,74,63,57
1400,5,0,60,59,54
1401,5,1,59,54,67
1402,1,0,53,43,43
1403,1,0,49,65,55
1404,4,1,88,99,100
1405,4,0,54,59,62
1406,5,0,63,73,68
1407,3,1,65,65,63
1408,3,0,82,80,77
1409,4,1,52,57,56
1410,3,1,87,84,85
1411,2,1,70,71,74
1412,1,1,84,83,78
1413,3,0,71,66,60
1414,5,1,63,67,67
1415,0,1,51,72,79
1416,4,0,84,73,69
1417,0,1,71,74,68
1418,3,0,74,73,67
1419,1,0,68,59,62
1420,4,1,57,56,54
1421,3,1,82,93,93
1422,4,1,57,58,64
1423,2,1,47,58,67
1424,5,1,59,85,80
1425,1,0,41,39,34
1426,1,0,62,67,62
1427,0,0,86,83,86
1428,5,0,69,71,65
1429,5,0,65,59,53
1430,5,0,68,63,54
1431,3,0,64,66,59
1432,4,0,61,72,70
1433,4,0,61,56,55
1434,5,0,47,59,50
1435,5,0,73,66,66
1436,1,1,50,48,53
1437,3,0,75,68,64
1438,3,0,75,66,73
1439,4,0,70,56,51
1440,5,1,89,88,82
1441,1,1,67,81,79
1442,4,0,78,81,80
1443,5,0,59,73,69
1444,3,0,73,83,76
1445,5,0,79,82,73
1446,5,1,67,74,77
1447,1,0,69,66,60
1448,4,1,86,81,80
1449,4,0,47,46,42
1450,3,0,81,73,72
1451,1,1,64,85,85
1452,1,0,100,92,97
1453,3,0,65,77,74
1454,1,0,65,58,49
1455,3,0,53,61,62
1456,0,0,37,56,47
1457,0,0,79,89,89
1458,3,0,53,54,48
1459,0,0,100,100,100
1460,4,1,72,65,68
1461,0,0,53,58,55
1462,1,0,54,54,45
1463,1,0,71,70,76
1464,1,0,77,90,91
1465,0,1,75,58,62
1466,1,0,84,87,91
1467,3,0,26,31,38
1468,4,1,72,67,65
1469,4,1,77,88,85
1470,1,0,91,74,76
1471,3,1,83,85,90
1472,4,0,63,69,74
1473,3,1,68,86,84
1474,5,0,59,67,61
1475,3,1,90,90,91
1476,0,1,71,76,83
1477,0,1,76,62,66
1478,3,0,80,68,72
1479,2,0,55,64,70
1480,3,0,76,71,67
1481,4,1,73,71,68
1482,3,0,52,59,56
1483,1,0,68,68,61
1484,4,0,59,52,46
1485,3,0,49,52,54
1486,4,0,70,74,71
1487,1,0,61,47,56
1488,3,0,60,75,74
1489,5,1,64,53,57
1490,3,1,79,82,82
1491,3,0,65,85,76
1492,3,0,64,64,70
1493,1,0,83,83,90
1494,0,0,81,88,90
1495,4,0,54,64,68
1496,4,1,68,64,66
1497,1,0,54,48,52
1498,1,1,59,78,76
1499,5,0,66,69,68
1500,1,0,76,71,72
1501,2,0,74,79,82
1502,3,1,94,87,92
1503,1,0,63,61,54
1504,3,1,95,89,92
1505,2,0,40,59,54
1506,5,0,82,82,80
1507,4,0,68,70,66
1508,0,0,55,59,54
1509,2,0,79,78,77
1510,0,0,86,92,87
1511,1,0,76,71,73
1512,5,0,64,50,43
1513,5,0,62,49,52
1514,5,1,54,61,62
1515,2,1,77,97,94
1516,5,1,76,87,85
1517,1,0,74,89,84
1518,1,1,66,74,73
1519,5,1,66,78,78
1520,4,1,67,78,79
1521,1,0,71,49,52
1522,3,0,91,86,84
1523,0,0,69,58,57
1524,2,0,54,59,50
1525,4,1,53,52,49
1526,1,0,68,60,59
1527,5,1,56,61,60
1528,4,0,36,53,43
1529,0,0,29,41,47
1530,3,0,62,74,70
1531,3,1,68,67,73
1532,5,0,47,54,53
1533,3,1,62,61,58
1534,3,1,79,88,94
1535,4,1,73,69,68
1536,0,1,66,83,83
1537,3,1,51,60,58
1538,4,0,51,66,62
1539,0,1,85,66,71
1540,3,1,97,92,86
1541,4,1,75,69,68
1542,3,1,79,82,80
1543,3,0,81,77,79
1544,3,0,82,95,89
1545,2,0,64,63,66
1546,5,1,78,83,80
1547,5,1,92,100,97
1548,4,1,72,67,64
1549,4,0,62,67,64
1550,2,0,79,72,69
1551,5,0,79,76,65
1552,0,1,87,90,88
1553,3,0,40,48,50
1554,1,0,77,62,64
1555,3,0,53,45,40
1556,1,0,32,39,33
1557,3,1,55,72,79
1558,2,0,61,67,66
1559,3,0,53,70,70
1560,5,0,73,66,62
1561,1,1,74,75,79
1562,1,0,63,74,74
1563,0,1,96,90,92
1564,1,1,63,80,80
1565,0,0,48,51,46
1566,3,0,48,43,45
1567,0,1,92,100,100
1568,2,1,61,71,78
1569,4,0,63,48,47
1570,0,0,68,68,67
1571,1,1,71,75,70
1572,0,0,91,96,92
1573,1,0,53,62,56
1574,4,1,50,66,64
1575,4,0,74,81,71
1576,3,1,40,55,53
1577,1,1,61,51,52
1578,4,0,81,91,89
1579,1,1,48,56,58
1580,2,0,53,61,68
1581,5,0,81,97,96
1582,5,0,77,79,80
1583,0,0,63,73,78
1584,3,1,73,75,80
1585,1,0,69,77,77
1586,3,0,65,76,76
1587,4,0,55,73,73
1588,0,0,44,63,62
1589,1,0,54,64,65
1590,5,0,48,66,65
1591,1,0,58,57,54
1592,5,0,71,62,50
1593,0,0,68,68,64
1594,4,0,74,76,73
1595,0,1,92,100,99
1596,0,1,56,79,72
1597,4,0,30,24,15
1598,5,0,53,54,48
1599,4,0,69,77,73
1600,5,0,65,82,81
1601,2,0,54,60,63
1602,4,0,29,29,30
1603,1,0,76,78,80
1604,4,0,60,57,51
1605,2,1,84,89,90
1606,5,0,75,72,62
1607,3,0,85,84,82
1608,2,0,40,58,54
1609,1,0,61,64,62
1610,3,0,58,63,65
1611,1,1,69,60,63
1612,1,0,58,59,66
1613,0,1,94,90,91
1614,3,0,65,77,74
1615,3,0,82,93,93
1616,4,0,60,68,72
1617,0,0,37,45,38
1618,0,0,88,78,83
1619,2,0,95,81,84
1620,3,1,65,73,68
1621,4,0,35,61,54
1622,0,0,62,63,56
1623,4,1,58,51,52
1624,1,1,100,96,86
1625,0,0,61,58,62
1626,1,1,100,97,99
1627,3,1,69,70,63
1628,3,0,61,48,46
1629,1,0,49,57,46
1630,5,1,44,51,55
1631,1,0,67,64,70
1632,4,0,79,60,65
1633,0,1,66,74,81
1634,4,0,75,88,85
1635,5,0,84,84,80
1636,4,0,71,74,64
1637,4,1,67,80,81
1638,5,1,80,92,88
1639,1,0,86,76,74
1640,3,0,76,74,73
1641,4,0,41,52,51
1642,3,1,74,88,90
1643,5,0,72,81,79
1644,4,1,74,79,80
1645,4,0,70,65,60
1646,0,1,65,81,81
1647,3,0,59,70,65
1648,4,0,64,62,68
1649,4,0,50,53,55
1650,1,1,69,79,81
1651,5,1,51,56,53
1652,4,1,68,80,76
1653,1,1,85,86,98
1654,3,1,65,70,74
1655,5,0,73,79,79
1656,1,0,62,67,67
1657,3,0,77,67,64
1658,5,0,69,66,61
1659,3,0,43,60,58
1660,3,0,90,87,85
1661,1,0,74,77,73
1662,5,0,73,66,63
1663,1,0,55,71,69
1664,4,0,65,69,67
1665,3,0,80,63,63
1666,5,1,50,60,60
1667,1,1,63,73,71
1668,0,0,77,85,87
1669,1,0,73,74,61
1670,3,1,81,72,77
1671,4,0,66,76,68
1672,3,0,52,57,50
1673,1,0,69,78,76
1674,3,1,65,84,84
1675,4,1,69,77,78
1676,1,1,50,64,66
1677,1,1,73,78,76
1678,5,1,70,82,76
1679,3,0,81,75,78
1680,1,0,63,61,60
1681,4,0,67,72,74
1682,4,0,60,68,60
1683,4,0,62,55,54
1684,5,1,29,40,44
1685,1,1,62,66,68
1686,2,1,94,99,100
1687,1,1,85,75,68
1688,3,0,77,78,73
1689,4,0,53,58,44
1690,1,0,93,90,83
1691,3,0,49,53,53
1692,3,0,73,76,78
1693,0,1,66,74,81
1694,3,0,77,77,73
1695,5,0,49,63,56
1696,1,0,79,89,86
1697,3,1,75,82,90
1698,0,0,59,72,70
1699,3,1,57,78,79
1700,4,0,66,66,59
1701,0,1,79,81,82
1702,5,0,57,67,72
1703,0,1,87,84,87
1704,1,0,63,64,67
1705,5,1,59,63,64
1706,0,0,62,72,65
1707,4,0,46,34,36
1708,1,0,66,59,52
1709,4,0,89,87,79
1710,3,1,42,61,58
1711,1,1,93,84,90
1712,5,1,80,85,85
1713,1,0,98,100,99
1714,2,0,81,81,84
1715,5,1,60,70,74
1716,3,1,76,94,87
1717,3,1,73,78,72
1718,3,1,96,96,99
1719,4,0,76,76,74
1720,3,1,91,73,80
1721,1,0,62,72,70
1722,5,1,55,59,59
1723,5,1,74,90,88
1724,4,0,50,48,42
1725,1,0,47,43,41
1726,1,1,81,74,71
1727,3,1,65,75,77
1728,5,1,68,51,57
1729,4,0,73,92,84
1730,1,0,53,39,37
1731,3,1,68,77,80
1732,5,0,55,46,43
1733,1,1,87,89,94
1734,5,0,55,47,44
1735,1,0,53,58,57
1736,2,0,67,57,59
1737,3,0,92,79,84
1738,1,1,53,66,73
1739,3,0,81,71,73
1740,4,0,61,60,55
1741,0,0,80,73,72
1742,3,0,37,57,56
1743,4,0,81,84,82
1744,3,1,59,73,72
1745,1,0,55,55,47
1746,3,0,72,79,74
1747,4,0,69,75,71
1748,1,0,69,64,68
1749,0,0,50,60,59
1750,1,1,87,84,86
1751,5,1,71,69,68
1752,1,0,68,72,65
1753,2,1,79,77,75
1754,5,1,77,90,85
1755,3,0,58,55,53
1756,3,0,84,95,92
1757,1,0,55,58,52
1758,0,1,70,68,72
1759,1,1,52,59,65
1760,1,1,69,77,77
1761,4,0,53,72,64
1762,5,0,48,58,54
1763,5,1,78,81,86
1764,4,0,62,62,63
1765,1,0,60,63,59
1766,4,0,74,72,72
1767,4,1,58,75,77
1768,4,1,76,62,60
1769,5,0,68,71,75
1770,1,0,58,60,57
1771,4,0,52,48,49
1772,0,0,75,73,74
1773,5,1,52,67,72
1774,0,0,62,78,79
1775,1,0,66,65,60
1776,5,0,49,58,55
1777,4,0,66,72,70
1778,1,0,35,44,43
1779,1,1,72,79,82
1780,3,1,94,85,82
1781,3,0,46,56,57
1782,2,0,77,90,84
1783,4,1,76,85,82
1784,3,1,52,59,62
1785,0,1,91,81,79
1786,5,1,32,51,44
1787,5,0,72,79,77
1788,1,0,19,38,32
1789,3,0,68,65,61
1790,2,0,52,65,61
1791,4,0,48,62,60
1792,1,0,60,66,70
1793,4,0,66,74,69
1794,5,1,89,84,77
1795,4,0,42,52,51
1796,3,1,57,68,73
1797,4,0,70,70,70
1798,3,0,70,84,81
1799,1,0,69,60,54
1800,3,0,52,55,57
1801,5,1,67,73,68
1802,5,1,76,80,73
1803,3,0,87,94,95
1804,1,0,82,85,87
1805,1,0,73,76,78
1806,1,0,75,81,74
1807,1,0,64,74,75
1808,4,0,41,45,40
1809,4,0,90,75,69
1810,0,0,59,54,51
1811,5,0,51,31,36
1812,4,0,45,47,49
1813,2,1,54,64,67
1814,5,1,87,84,76
1815,4,0,72,80,83
1816,5,1,94,86,87
1817,0,0,45,59,64
1818,0,1,61,70,76
1819,4,0,60,72,68
1820,5,0,77,91,88
1821,5,1,85,90,92
1822,0,0,78,90,93
1823,1,1,49,52,51
1824,4,0,71,87,82
1825,5,0,48,58,52
1826,4,0,62,67,58
1827,3,1,56,68,70
1828,5,0,65,69,76
1829,5,1,69,86,81
1830,5,0,68,54,53
1831,1,0,61,60,57
1832,0,1,74,86,89
1833,0,0,64,60,58
1834,4,1,77,82,89
1835,1,0,58,50,45
1836,4,1,60,64,74
1837,4,0,73,64,57
1838,4,1,75,82,79
1839,3,1,58,57,53
1840,3,0,66,77,73
1841,4,0,39,52,46
1842,5,0,64,58,51
1843,4,1,23,44,36
1844,1,1,74,77,76
1845,5,1,40,65,64
1846,2,0,90,85,84
1847,2,1,91,85,85
1848,4,0,64,54,50
1849,4,0,59,72,68
1850,3,0,80,75,69
1851,2,0,71,67,67
1852,4,0,61,68,63
1853,1,0,87,85,93
1854,5,0,82,67,61
1855,5,0,62,64,55
1856,0,0,97,97,96
1857,1,0,75,68,65
1858,0,0,65,79,81
1859,4,1,52,49,46
1860,3,0,87,73,72
1861,3,0,53,62,53
1862,2,0,81,86,87
1863,0,1,39,42,38
1864,1,1,71,71,80
1865,3,0,97,93,91
1866,1,1,82,82,88
1867,4,0,59,53,52
1868,3,0,61,42,41
1869,3,1,78,74,72
1870,3,0,49,51,51
1871,4,0,59,58,47
1872,1,1,70,72,76
1873,3,1,82,84,78
1874,3,0,90,90,82
1875,0,0,43,62,61
1876,1,0,80,64,66
1877,1,0,81,82,84
1878,5,0,57,61,54
1879,5,0,59,72,80
1880,3,0,64,76,74
1881,0,1,63,64,66
1882,0,1,71,70,70
1883,4,0,64,73,71
1884,0,0,55,46,44
1885,3,0,51,51,54
1886,3,1,62,76,80
1887,3,1,93,100,95
1888,4,0,54,72,59
1889,1,0,69,65,74
1890,4,0,44,51,48
1891,1,1,86,85,91
1892,3,0,85,92,85
1893,2,0,50,67,73
1894,5,1,88,74,75
1895,3,0,59,62,69
1896,5,0,32,34,38
1897,4,0,36,29,27
1898,5,1,63,78,79
1899,3,1,67,54,63
1900,5,1,65,78,82
1901,2,0,85,84,89
1902,2,0,73,78,74
1903,4,1,34,48,41
1904,0,1,93,100,100
1905,5,0,67,84,84
1906,1,0,88,77,77
1907,4,0,57,48,51
1908,1,1,79,84,91
1909,0,0,67,75,72
1910,0,1,70,64,70
1911,0,0,50,42,48
1912,1,0,69,84,82
1913,0,1,52,61,66
1914,0,1,47,62,66
1915,3,0,46,61,55
1916,1,0,68,70,66
1917,0,1,100,100,100
1918,4,0,44,61,52
1919,3,1,57,77,80
1920,1,1,91,96,91
1921,4,0,69,70,67
1922,4,0,35,53,46
1923,4,0,72,66,66
1924,3,0,54,65,65
1925,4,0,74,70,69
1926,5,1,74,64,60
1927,3,0,64,56,52
1928,4,1,65,61,71
1929,3,1,46,43,44
1930,5,0,48,56,51
1931,1,1,67,74,70
1932,1,0,62,57,62
1933,3,1,61,71,73
1934,0,1,70,75,74
1935,3,1,98,87,90
1936,1,0,70,63,58
1937,3,0,67,57,53
1938,4,0,57,58,57
1939,1,1,85,81,85
1940,5,1,77,68,69
1941,2,1,72,66,72
1942,2,0,78,91,96
1943,4,0,81,66,64
1944,5,1,61,62,61
1945,4,0,58,68,61
1946,3,0,54,61,58
1947,4,0,82,82,80
1948,1,0,49,58,60
1949,5,1,49,50,52
1950,4,1,57,75,73
1951,4,0,94,73,71
1952,1,1,75,77,83
1953,5,0,74,74,72
1954,4,1,58,52,54
1955,1,0,62,69,69
1956,3,0,72,57,62
1957,1,0,84,87,81
1958,2,0,92,100,100
1959,4,0,45,63,59
1960,4,0,75,81,71
1961,1,0,56,58,64
1962,5,0,48,54,53
1963,3,0,100,100,100
1964,5,1,65,76,75
1965,1,0,72,57,58
1966,1,0,62,70,72
1967,5,1,66,68,64
1968,1,0,63,63,60
1969,3,0,68,76,67
1970,0,0,75,84,80
1971,0,0,89,100,100
1972,5,1,78,72,69
1973,4,1,53,50,60
1974,1,0,49,65,61
1975,1,0,54,63,67
1976,1,1,64,82,77
1977,1,1,60,62,60
1978,3,0,62,65,58
1979,4,1,55,41,48
1980,3,0,91,95,94
1981,4,0,8,24,23
1982,5,0,81,78,78
1983,5,1,79,85,86
1984,1,1,78,87,91
1985,5,0,74,75,82
1986,4,0,57,51,54
1987,3,0,40,59,51
1988,5,1,81,75,76
1989,5,0,44,45,45
1990,1,1,67,86,83
1991,4,1,86,81,75
1992,5,1,65,82,78
1993,3,0,55,76,76
1994,0,0,62,72,74
1995,4,0,63,63,62
1996,2,1,88,99,95
1997,4,0,62,55,55
1998,4,1,59,71,65
1999,1,1,68,78,77
2000,1,0,77,86,86
